NACE Code,NACE Name,BICS Code,BICS Level,BICS Name,NACE_code_covered_EU_taxon,NACE_name_covered_EU_taxon,mapping _sectors_2dii
58.29,Other software publishing,1812101312,5,Data Proc & Transact Software,,,
58.29,Other software publishing,1812101313,5,Enterprise Resource Mgmt (ERM),,,
58.29,Other software publishing,1812101314,5,Human Capital Mgmt (HCM),,,
58.29,Other software publishing,1812101315,5,Product Lifecycle Mgmt (PLM),,,
58.29,Other software publishing,1812101316,5,Productivity Software,,,
58.29,Other software publishing,1812101317,5,"Operations, Mfg & Supply Chain",,,
58.29,Other software publishing,1812101318,5,Reporting & Analytics,,,
58.29,Other software publishing,18121014,4,Mobile Software,,,
58.29,Other software publishing,18121015,4,Specialty Software,,,
58.29,Other software publishing,1812101510,5,Big Data Applications,,,
58.29,Other software publishing,1812101511,5,Communications Software,,,
58.29,Other software publishing,1812101512,5,Education Software,,,
58.29,Other software publishing,1812101513,5,Gambling Software,,,
58.29,Other software publishing,1812101514,5,Health Care Software,,,
58.29,Other software publishing,1812101515,5,Navigation Software,,,
58.29,Other software publishing,1812101516,5,Social Software,,,
58.29,Other software publishing,1812101517,5,Software as a Service (SaaS),,,
58.29,Other software publishing,18121017,4,Other Application Software,,,
58.29,Other software publishing,181211,3,Infrastructure Software,,,
58.29,Other software publishing,18121110,4,Cloud & Virtualization,,,
58.29,Other software publishing,1812111010,5,Infra as a Service (IaaS),,,
58.29,Other software publishing,1812111011,5,Platform as a Service (PaaS),,,
58.29,Other software publishing,1812111012,5,Virtualization,,,
58.29,Other software publishing,18121111,4,Database Software,,,
58.29,Other software publishing,18121112,4,Middleware,,,
58.29,Other software publishing,18121113,4,Security,,,
58.29,Other software publishing,18121114,4,Storage Software,,,
58.29,Other software publishing,18121115,4,System Software,,,
58.29,Other software publishing,1812111510,5,Network & Performance Mgmt,,,
58.29,Other software publishing,1812111511,5,Operating Systems,,,
58.29,Other software publishing,18121116,4,Other Infra Software,,,
59,"Motion picture, video and sound production and distribution",101012,3,Entertainment Content,,,
59,"Motion picture, video and sound production and distribution",10101213,4,Royalty Income - Media,,,
59.11,"Motion picture, video and television programme production activities",10101210,4,Film & TV Production & Distr,,,
59.11,"Motion picture, video and television programme production activities",1010121010,5,Film & TV Production,,,
59.11,"Motion picture, video and television programme production activities",101012101010,6,Film Production,,,
59.11,"Motion picture, video and television programme production activities",10101210101010,7,Film Production (w/o Distr),,,
59.11,"Motion picture, video and television programme production activities",10101210101011,7,Film Production (with Distr),,,
59.11,"Motion picture, video and television programme production activities",101012101011,6,TV & Video Production,,,
59.11,"Motion picture, video and television programme production activities",10101210101110,7,Cartoon & Animation Production,,,
59.11,"Motion picture, video and television programme production activities",10101210101111,7,Commercial Production,,,
59.11,"Motion picture, video and television programme production activities",10101210101112,7,Music Video Production,,,
59.11,"Motion picture, video and television programme production activities",10101210101113,7,TV Show Production,,,
59.11,"Motion picture, video and television programme production activities",1010121012,5,Other Film & Video Production,,,
59.11,"Motion picture, video and television programme production activities",10101211,4,TV Media Networks,,,
59.11,"Motion picture, video and television programme production activities",1010121110,5,Cable Networks,,,
59.11,"Motion picture, video and television programme production activities",101012111010,6,Adv Rev - Cable Networks,,,
59.11,"Motion picture, video and television programme production activities",101012111011,6,Other Rev - Cable Networks,,,
59.11,"Motion picture, video and television programme production activities",1010121111,5,TV Broadcast Networks,,,
59.11,"Motion picture, video and television programme production activities",101012111110,6,Adv Rev - TV Broadcast Netw,,,
59.11,"Motion picture, video and television programme production activities",101012111111,6,Other Rev - TV Broadcast Netw,,,
59.12,"Motion picture, video and television programme post-production activities",1010121013,5,Teleprod & Postprod Services,,,
59.13,"Motion picture, video and television programme distribution activities",1010121011,5,Film & Video Distribution,,,
59.13,"Motion picture, video and television programme distribution activities",101012101110,6,Film Distribution,,,
59.13,"Motion picture, video and television programme distribution activities",101012101111,6,TV Show Syndication,,,
59.14,Motion picture projection activities,11181013,4,Movie Theaters,,,
59.2,Sound recording and music publishing activities,10101212,4,Music Production & Distribution,,,
59.2,Sound recording and music publishing activities,1010121210,5,Integrated Record Prod & Distr,,,
59.2,Sound recording and music publishing activities,1010121211,5,Music Publishers,,,
59.2,Sound recording and music publishing activities,1010121212,5,Record Production,,,
59.2,Sound recording and music publishing activities,1010121213,5,Sound Recording Studios,,,
60.1,Radio broadcasting,1010131111,5,Radio Broadcasting,,,
60.1,Radio broadcasting,101013111110,6,Radio Networks,,,
60.1,Radio broadcasting,10101311111010,7,Adv Revenue - Radio Networks,,,
60.1,Radio broadcasting,10101311111011,7,Other Rev - Radio Networks,,,
60.1,Radio broadcasting,101013111111,6,Radio Stations,,,
60.1,Radio broadcasting,10101311111110,7,Adv Revenue - Radio Stations,,,
60.1,Radio broadcasting,10101311111111,7,Other Rev - Radio Stations,,,
60.2,Television programming and broadcasting activities,10101311,4,Local TV & Radio Broadcast,,,
60.2,Television programming and broadcasting activities,1010131110,5,Local TV Broadcasting,,,
60.2,Television programming and broadcasting activities,101013111010,6,Adv Rev - Local TV Broadcast,,,
60.2,Television programming and broadcasting activities,101013111011,6,Other Rev - Local TV Broadcast,,,
61,Telecommunications,101110,3,Telecom Carriers,,,
61.1,Wired telecommunications activities,10111011,4,Wireline Telecom Services,,,
61.1,Wired telecommunications activities,1011101110,5,Wireline Voice Svcs - Telecom,,,
61.1,Wired telecommunications activities,101110111010,6,VOIP Services,,,
61.1,Wired telecommunications activities,101110111011,6,Wireline Local Services,,,
61.1,Wired telecommunications activities,101110111012,6,Wireline Long Distance Services,,,
61.1,Wired telecommunications activities,101110111013,6,Wireline Rental,,,
61.1,Wired telecommunications activities,101110111014,6,Other Wireline Revenue,,,
61.1,Wired telecommunications activities,1011101111,5,Wireline ISPs - Telecom,,,
61.1,Wired telecommunications activities,1011101112,5,Wireline Video Svcs - Telecom,,,
61.1,Wired telecommunications activities,1011101113,5,Wholesale Telecom Svcs,,,
61.2,Wireless telecommunications activities,10111010,4,Wireless Telecom Services,,,
61.2,Wireless telecommunications activities,1011101010,5,Wireless Service Providers,,,
61.2,Wireless telecommunications activities,101110101010,6,Mobile Voice Services,,,
61.2,Wireless telecommunications activities,101110101011,6,Mobile Data Services,,,
61.2,Wireless telecommunications activities,101110101012,6,Mobile Text Messaging (SMS),,,
61.2,Wireless telecommunications activities,101110101013,6,Mobile Roaming Services,,,
61.2,Wireless telecommunications activities,101110101014,6,Wireless Infra Access Revenue,,,
61.2,Wireless telecommunications activities,1011101011,5,Satellite Telecom (exclude TV),,,
61.2,Wireless telecommunications activities,1011101012,5,Mobile Comm Device Revenue,,,
61.3,Satellite telecommunications activities,101011,3,Cable & Satellite,,,
61.3,Satellite telecommunications activities,10101110,4,Cable Video Services,,,
61.3,Satellite telecommunications activities,10101111,4,Wired Internet Services - Media,,,
61.3,Satellite telecommunications activities,10101112,4,Wired Phone Services - Media,,,
61.9,Other telecommunications activities,101111,3,Telecom Resellers,,,
62,"Computer programming, consultancy and related activities",181410,3,IT Services,,,
62,"Computer programming, consultancy and related activities",18141010,4,IT Services - Commercial,,,
62,"Computer programming, consultancy and related activities",18141011,4,IT Services - Government,,,
62.01,Computer programming activities,1814101011,5,IT Outsourcing,,,
62.02,Computer consultancy activities,1814101013,5,Technology Consulting,,,
62.03,Computer facilities management activities,1814101012,5,Network Integration Services,,,
62.09,Other information technology and computer service activities,1814101010,5,Business Process Outsourcing,,,
63.11,"Data processing, hosting and related activities",1011101114,5,Data Centers,,,
63.11,"Data processing, hosting and related activities",18141210,4,Data & Transact Processing,,,
63.12,Web portals,101014,3,Internet Based Services,,,
63.12,Web portals,10101410,4,Automotive Web,,,
63.12,Web portals,1010141010,5,Adv Rev - Automotive Web,,,
63.12,Web portals,1010141011,5,Other Rev - Automotive Web,,,
63.12,Web portals,10101411,4,Dating Services Web,,,
63.12,Web portals,1010141110,5,Adv Rev - Dating Services Web,,,
63.12,Web portals,1010141111,5,Other Rev - Dating Svcs Web,,,
63.12,Web portals,10101412,4,Domain Registrar,,,
63.12,Web portals,1010141210,5,Adv Rev - Domain Registrar,,,
63.12,Web portals,1010141211,5,Other Rev - Domain Registrar,,,
63.12,Web portals,10101413,4,Entmt Event Ticket Online,,,
63.12,Web portals,1010141310,5,Adv Rev-Entmt Evt Ticket Online,,,
63.12,Web portals,1010141311,5,Other-Entmt Evt Ticket Online,,,
63.12,Web portals,10101414,4,Photography Web,,,
63.12,Web portals,1010141410,5,Adv Rev - Photography Web,,,
63.12,Web portals,1010141411,5,Other Rev - Photography Web,,,
63.12,Web portals,10101415,4,Price & Svc Comparison Web,,,
63.12,Web portals,1010141510,5,Adv Rev-Price & Svc Comp Web,,,
63.12,Web portals,1010141511,5,Other-Price & Svc Comp Web,,,
63.12,Web portals,10101416,4,Real Estate & Property Web,,,
63.12,Web portals,1010141610,5,Adv Rev - Real Estate Web,,,
63.12,Web portals,1010141611,5,Other Rev - Real Estate Web,,,
63.12,Web portals,10101417,4,Recruitment Services Web,,,
63.12,Web portals,1010141710,5,Adv Rev - Recruit Svcs Web,,,
63.12,Web portals,1010141711,5,Other Rev - Recruit Svc Web,,,
63.12,Web portals,10101418,4,Travel Info & Booking Web,,,
63.12,Web portals,1010141810,5,Adv Rev - Travel & Booking Web,,,
63.12,Web portals,1010141811,5,Other - Travel & Booking Web,,,
63.12,Web portals,10101419,4,Other Internet Based Services,,,
63.12,Web portals,101015,3,Internet Media,,,
63.12,Web portals,10101510,4,Education Information Web,,,
63.12,Web portals,1010151010,5,Adv Rev - Education Info Web,,,
63.12,Web portals,1010151011,5,Other - Education Info Web,,,
63.12,Web portals,10101511,4,Internet Advertising Portals,,,
63.12,Web portals,1010151110,5,Adv Rev - Internet Portals,,,
63.12,Web portals,101015111010,6,Display Advertising,,,
63.12,Web portals,101015111011,6,Search Advertising,,,
63.12,Web portals,1010151111,5,Other Rev - Internet Portals,,,
63.12,Web portals,10101512,4,Medical & Health Web,,,
63.12,Web portals,1010151210,5,Adv Rev - Medical & Health Web,,,
63.12,Web portals,1010151211,5,Other - Medical & Health Web,,,
63.12,Web portals,10101513,4,"News, Sports & Entmt Web",,,
63.12,Web portals,1010151310,5,Adv Rev-News/Sport/Entmt Web,,,
63.12,Web portals,1010151311,5,Other-News/Sport/Entmt Web,,,
63.12,Web portals,10101514,4,Online Communities,,,
63.12,Web portals,1010151410,5,Adv Rev - Online Communities,,,
63.12,Web portals,1010151411,5,Other Rev - Online Communities,,,
63.12,Web portals,10101515,4,Miscellaneous Web,,,
63.12,Web portals,1010151510,5,Adv Rev - Miscellaneous Web,,,
63.12,Web portals,1010151511,5,Other Rev - Miscellaneous Web,,,
63.99,Other information service activities n.e.c.,181411,3,Information Services,,,
63.99,Other information service activities n.e.c.,18141110,4,Financial Info Services,,,
63.99,Other information service activities n.e.c.,1814111010,5,Credit Agencies,,,
63.99,Other information service activities n.e.c.,1814111011,5,Data & Analytics,,,
63.99,Other information service activities n.e.c.,1814111012,5,Indices,,,
63.99,Other information service activities n.e.c.,1814111013,5,Ratings Agencies,,,
63.99,Other information service activities n.e.c.,18141111,4,Non-Financial Info Services,,,
63.99,Other information service activities n.e.c.,1814111110,5,Energy Information,,,
63.99,Other information service activities n.e.c.,1814111111,5,Health Care Information,,,
63.99,Other information service activities n.e.c.,1814111112,5,Legal Information,,,
63.99,Other information service activities n.e.c.,1814111113,5,Real Estate Information,,,
63.99,Other information service activities n.e.c.,1814111114,5,Scientific Information,,,
63.99,Other information service activities n.e.c.,1814111115,5,Technology Information,,,
63.99,Other information service activities n.e.c.,1814111116,5,Other Information,,,
64.11,Central banking,5017,2,Government Local,,,
64.19,Other monetary intermediation,141110,3,Diversified Banks,,,
64.19,Other monetary intermediation,141111,3,Banks,,,
64.19,Other monetary intermediation,14111110,4,Corporate Banking,,,
64.19,Other monetary intermediation,14111111,4,Retail Banking,,,
64.19,Other monetary intermediation,141212,3,Mortgage Finance,,,
64.19,Other monetary intermediation,14121210,4,Mortgage Lenders,,,
64.19,Other monetary intermediation,14121211,4,Mortgage Loan Brokers,,,
64.19,Other monetary intermediation,14121212,4,Mortgage Services,,,
64.19,Other monetary intermediation,14121213,4,Mortgage Insurance,,,
64.19,Other monetary intermediation,1412121310,5,Mortgage Insurance Premiums,,,
64.19,Other monetary intermediation,1412121311,5,Mortgage Insurance Non-Prem,,,
64.19,Other monetary intermediation,141212131110,6,Investment Income - Mortg Ins,,,
64.19,Other monetary intermediation,141212131111,6,Realized Gain/Loss - Mortg Ins,,,
64.19,Other monetary intermediation,141212131112,6,Other Income - Mortgage Ins,,,
64.19,Other monetary intermediation,14121215,4,Mortgage REIT,,,
64.19,Other monetary intermediation,1412121510,5,Commercial Mortgage - REIT,,,
64.19,Other monetary intermediation,1412121511,5,Residential Mortgage - REIT,,,
64.19,Other monetary intermediation,141213,3,Islamic Banking,,,
64.19,Other monetary intermediation,14121310,4,Corporate Banking - Islamic,,,
64.19,Other monetary intermediation,14121311,4,Investment Banking - Islamic,,,
64.19,Other monetary intermediation,14121312,4,Portfolio Management - Islamic,,,
64.19,Other monetary intermediation,14121313,4,Private Comml Banking - Islamic,,,
64.19,Other monetary intermediation,14121314,4,Retail Comml Banking - Islamic,,,
64.19,Other monetary intermediation,14121315,4,Sec & Cmdty Banking - Islamic,,,
64.19,Other monetary intermediation,14121316,4,Trading & Investment - Islamic,,,
64.19,Other monetary intermediation,14131010,4,Investment Banking,,,
64.19,Other monetary intermediation,1413101010,5,Financial Advisory Services,,,
64.19,Other monetary intermediation,1413101011,5,Underwriting Services,,,
64.19,Other monetary intermediation,141310101110,6,Debt Underwriting Services,,,
64.19,Other monetary intermediation,141310101111,6,Equity Underwriting Services,,,
64.2,Activities of holding companies,141010,3,Investment Companies,,,
64.2,Activities of holding companies,14101010,4,BDCs,,,
64.2,Activities of holding companies,14101011,4,Capital Pools,,,
64.2,Activities of holding companies,14101012,4,Investment Comps - Resources,,,
64.2,Activities of holding companies,14101013,4,Investment Holding Companies,,,
64.2,Activities of holding companies,14101014,4,SPAC,,,
64.2,Activities of holding companies,141012,3,Private Equity,,,
64.2,Activities of holding companies,14101210,4,Co-Investments,,,
64.2,Activities of holding companies,14101211,4,Debt Investments,,,
64.2,Activities of holding companies,14101212,4,Fund of Funds,,,
64.2,Activities of holding companies,14101213,4,Growth Capital,,,
64.2,Activities of holding companies,14101214,4,Leveraged Buyout,,,
64.2,Activities of holding companies,14101215,4,Real Assets Investments,,,
64.2,Activities of holding companies,14101216,4,Real Estate Investments,,,
64.2,Activities of holding companies,14101217,4,Secondary Transactions,,,
64.2,Activities of holding companies,14101218,4,Venture Capital,,,
64.3,"Trusts, funds and similar financial entities",14141414,4,Self Insurance Funds,,,
64.91,Financial leasing,141210,3,Commercial Finance,,,
64.91,Financial leasing,14121010,4,Comml Equip Finance & Leasing,,,
64.91,Financial leasing,1412101010,5,General Equip Finance & Leasing,,,
64.91,Financial leasing,1412101011,5,Ind Equip Finance & Leasing,,,
64.91,Financial leasing,1412101012,5,Machinery Finance & Leasing,,,
64.91,Financial leasing,14121011,4,Transp Equip Finance & Leasing,,,
64.91,Financial leasing,1412101110,5,Aircraft Finance & Leasing,,,
64.91,Financial leasing,1412101111,5,Commercial Veh Fin & Leasing,,,
64.91,Financial leasing,1412101112,5,Railroad Car Finance & Leasing,,,
64.91,Financial leasing,1412101113,5,Ship & Boat Finance & Leasing,,,
64.92,Other credit granting,141211,3,Consumer Finance,,,
64.92,Other credit granting,14121110,4,Auto Finance,,,
64.92,Other credit granting,14121111,4,Consumer Microlending,,,
64.92,Other credit granting,14121112,4,Credit & Debit,,,
64.92,Other credit granting,1412111210,5,Credit Card Issuing,,,
64.92,Other credit granting,14121113,4,Student Lending,,,
64.99,"Other financial service activities, except insurance and pension funding n.e.c.",141214,3,Other Financial Services,,,
64.99,"Other financial service activities, except insurance and pension funding n.e.c.",14121410,4,"Corp, Treasury & Investments",,,
64.99,"Other financial service activities, except insurance and pension funding n.e.c.",14121411,4,Receivables Collection & Mgmt,,,
64.99,"Other financial service activities, except insurance and pension funding n.e.c.",14121412,4,Misc. Financial Services,,,
65.1,Insurance,141415,3,Islamic Insurance Carriers,,,
65.11,Life insurance,141410,3,Life Insurance,,,
65.11,Life insurance,14141010,4,Life Insurance Premiums,,,
65.11,Life insurance,1414101010,5,Protection Prods Premiums,,,
65.11,Life insurance,1414101011,5,Saving & Retire Prods Premiums,,,
65.11,Life insurance,14141011,4,Life Insurance Non-Premium,,,
65.11,Life insurance,1414101110,5,Fees & Other Income - Life Ins,,,
65.11,Life insurance,1414101111,5,Investment Income - Life Ins,,,
65.11,Life insurance,1414101112,5,Protect Prods Non-Premium,,,
65.11,Life insurance,141410111210,6,Fees & Other Inc - Protect Prods,,,
65.11,Life insurance,141410111211,6,Invst Inc - Protection Prods,,,
65.11,Life insurance,141410111212,6,Realized G/L - Protection Prods,,,
65.11,Life insurance,1414101113,5,Realized G/L - Life Insurance,,,
65.11,Life insurance,1414101114,5,Saving & Retire Prods Non-Prem,,,
65.11,Life insurance,141410111410,6,Fees & Other Income - Life Invst,,,
65.11,Life insurance,141410111411,6,Investment Income - Life Invst,,,
65.11,Life insurance,141410111412,6,Realized G/L - Life Investment,,,
65.11,Life insurance,14141511,4,Life Insurance - Islamic,,,
65.11,Life insurance,1414151110,5,Islamic Life Ins Premiums,,,
65.11,Life insurance,1414151111,5,Islamic Life Ins Non-Premium,,,
65.11,Life insurance,141415111110,6,Invst Income - Islamic Life Ins,,,
65.11,Life insurance,141415111111,6,Realized G/L - Islamic Life Ins,,,
65.11,Life insurance,141415111112,6,Other Income - Islamic Life Ins,,,
65.12,Non-life insurance,14121214,4,Title Insurance,,,
65.12,Non-life insurance,1412121410,5,Direct Title Insurance Premiums,,,
65.12,Non-life insurance,1412121411,5,Direct Title Insurance Non-Prem,,,
65.12,Non-life insurance,141212141110,6,Investment Inc - Direct Title Ins,,,
65.12,Non-life insurance,141212141111,6,Realized G/L - Direct Title Ins,,,
65.12,Non-life insurance,141212141112,6,Other Income - Direct Title Ins,,,
65.12,Non-life insurance,141411,3,P&C Insurance,,,
65.12,Non-life insurance,14141110,4,P&C Insurance Premiums,,,
65.12,Non-life insurance,1414111010,5,P&C Commercial Lines,,,
65.12,Non-life insurance,141411101010,6,Commercial Auto Premiums,,,
65.12,Non-life insurance,141411101011,6,Comml Prop & Multi-Peril Prem,,,
65.12,Non-life insurance,141411101012,6,Financial Guarantee Premiums,,,
65.12,Non-life insurance,141411101013,6,Liability Premiums,,,
65.12,Non-life insurance,141411101014,6,Surety & Fidelity Premiums,,,
65.12,Non-life insurance,141411101015,6,Workers Compensation Premiums,,,
65.12,Non-life insurance,141411101016,6,Other Commercial Premiums,,,
65.12,Non-life insurance,1414111011,5,P&C Personal Lines,,,
65.12,Non-life insurance,141411101110,6,Homeowners Premiums,,,
65.12,Non-life insurance,141411101111,6,Personal Auto Premiums,,,
65.12,Non-life insurance,141411101112,6,Other Personal Premiums,,,
65.12,Non-life insurance,14141111,4,P&C Insurance Non-Premium,,,
65.12,Non-life insurance,1414111110,5,Fees & Other Income - P&C,,,
65.12,Non-life insurance,1414111111,5,Investment Income - P&C,,,
65.12,Non-life insurance,1414111112,5,Realized Gains/Losses - P&C,,,
65.12,Non-life insurance,14141412,4,Other Insurance Premiums,,,
65.12,Non-life insurance,14141413,4,Other Insurance Non-Premium,,,
65.12,Non-life insurance,1414141310,5,Investment Inc - Other Insurance,,,
65.12,Non-life insurance,1414141311,5,Realized G/L - Other Insurance,,,
65.12,Non-life insurance,1414141312,5,Other Income - Other Insurance,,,
65.12,Non-life insurance,14141510,4,Health Insurance - Islamic,,,
65.12,Non-life insurance,1414151010,5,Islamic Health Ins Premiums,,,
65.12,Non-life insurance,1414151011,5,Islamic Health Non-Premium,,,
65.12,Non-life insurance,141415101110,6,Invst Inc - Islamic Health Ins,,,
65.12,Non-life insurance,141415101111,6,Realized G/L - Islamic Health,,,
65.12,Non-life insurance,141415101112,6,Other Income - Islamic Health,,,
65.12,Non-life insurance,14141512,4,P&C Insurance - Islamic,,,
65.12,Non-life insurance,1414151210,5,Islamic P&C Ins Premiums,,,
65.12,Non-life insurance,1414151211,5,Islamic P&C Ins Non-Premium,,,
65.12,Non-life insurance,141415121110,6,Invst Income - Islamic P&C Ins,,,
65.12,Non-life insurance,141415121111,6,Realized G/L - Islamic P&C Ins,,,
65.12,Non-life insurance,141415121112,6,Other Income - Islamic P&C Ins,,,
65.12,Non-life insurance,14141513,4,Reinsurance - Islamic,,,
65.12,Non-life insurance,1414151310,5,Islamic Reinsurance Premiums,,,
65.12,Non-life insurance,1414151311,5,Islamic Reinsurance Non-Prem,,,
65.12,Non-life insurance,141415131110,6,Investment Income - Islamic Re,,,
65.12,Non-life insurance,141415131111,6,Realized G/L - Islamic Re,,,
65.12,Non-life insurance,141415131112,6,Other Income - Islamic Re,,,
65.12,Non-life insurance,151113,3,Managed Care,,,
65.12,Non-life insurance,15111310,4,Managed Care Behavior Mgmt,,,
65.12,Non-life insurance,15111311,4,Managed Care Comml Business,,,
65.12,Non-life insurance,1511131110,5,Managed Care Group Coverage,,,
65.12,Non-life insurance,151113111010,6,Managed Care Large Group,,,
65.12,Non-life insurance,151113111011,6,Managed Care Small Group,,,
65.12,Non-life insurance,1511131111,5,Managed Care Indiv Policies,,,
65.12,Non-life insurance,1511131112,5,Mgd Care Admin Services Only,,,
65.12,Non-life insurance,15111312,4,Managed Care Dental,,,
65.12,Non-life insurance,15111313,4,Managed Care Disease Mgmt,,,
65.12,Non-life insurance,15111314,4,Managed Care Govt Business,,,
65.12,Non-life insurance,1511131410,5,Managed Care Fed Employee,,,
65.12,Non-life insurance,1511131411,5,Managed Care Medicaid (XIX),,,
65.12,Non-life insurance,1511131412,5,Managed Care Medicare,,,
65.12,Non-life insurance,151113141210,6,Managed Care Medicare (XVIII),,,
65.12,Non-life insurance,151113141211,6,Mgd Care Medicare Advantage,,,
65.12,Non-life insurance,151113141212,6,Mgd Care Medicare Supplement,,,
65.12,Non-life insurance,151113141213,6,Managed Care Part D,,,
65.12,Non-life insurance,1511131413,5,Managed Care Military Svcs,,,
65.12,Non-life insurance,15111315,4,Managed Care Vision,,,
65.2,Reinsurance,141412,3,Reinsurance,,,
65.2,Reinsurance,14141210,4,Life Reinsurance,,,
65.2,Reinsurance,1414121010,5,Life Reinsurance Premiums,,,
65.2,Reinsurance,1414121011,5,Life Reinsurance Non-Premium,,,
65.2,Reinsurance,141412101110,6,Investment Income - Life Re,,,
65.2,Reinsurance,141412101111,6,Realized G/L - Life Reinsurance,,,
65.2,Reinsurance,141412101112,6,Other Income - Life Reinsurance,,,
65.2,Reinsurance,14141211,4,P&C Reinsurance,,,
65.2,Reinsurance,1414121110,5,P&C Reinsurance Premiums,,,
65.2,Reinsurance,141412111010,6,Casualty Lines Premiums,,,
65.2,Reinsurance,14141211101010,7,Specialty Lines Premiums,,,
65.2,Reinsurance,14141211101011,7,Other Casualty Lines Premiums,,,
65.2,Reinsurance,141412111011,6,Property Lines Premiums,,,
65.2,Reinsurance,14141211101110,7,Catastrophe Coverage Premiums,,,
65.2,Reinsurance,14141211101111,7,Other Property Coverage Prem,,,
65.2,Reinsurance,1414121111,5,P&C Reinsurance Non-Premium,,,
65.2,Reinsurance,141412111110,6,Investment Income - P&C Re,,,
65.2,Reinsurance,141412111111,6,Realized G/L - P&C Reinsurance,,,
65.2,Reinsurance,141412111112,6,Other Income - P&C Reinsurance,,,
66.11,Administration of financial markets,141312,3,Security & Cmdty Exchanges,,,
66.12,Security and commodity contracts brokerage,141310,3,Institutional Brokerage,,,
66.12,Security and commodity contracts brokerage,14131011,4,Security & Commodity Brokerage,,,
66.12,Security and commodity contracts brokerage,1413101110,5,Commodities Brokerage,,,
66.12,Security and commodity contracts brokerage,1413101111,5,Instl Securities Brokerage,,,
66.12,Security and commodity contracts brokerage,14131012,4,Trading & Principal Investment,,,
66.12,Security and commodity contracts brokerage,1413101210,5,Equities Trading,,,
66.12,Security and commodity contracts brokerage,1413101211,5,"Fixed Income, Crncy & Cmdty",,,
66.12,Security and commodity contracts brokerage,141310121110,6,Commodities Contract Dealing,,,
66.12,Security and commodity contracts brokerage,141310121111,6,Currencies Trading,,,
66.12,Security and commodity contracts brokerage,141310121112,6,Fixed Income Trading,,,
66.12,Security and commodity contracts brokerage,1413101212,5,Other Trading Activities,,,
66.19,"Activities auxiliary to financial services, except insurance and penssions",141013,3,Wealth Management,,,
66.19,"Activities auxiliary to financial services, except insurance and penssions",14101310,4,Financial Plan & Invst Advisory,,,
66.19,"Activities auxiliary to financial services, except insurance and penssions",14101311,4,Private Banking,,,
66.19,"Activities auxiliary to financial services, except insurance and penssions",14101312,4,Retail Securities Brokerage,,,
66.19,"Activities auxiliary to financial services, except insurance and penssions",1412111211,5,Financial Transaction Proc Svcs,,,
66.19,"Activities auxiliary to financial services, except insurance and penssions",1412111212,5,Payment Services,,,
66.19,"Activities auxiliary to financial services, except insurance and penssions",141311,3,"Instl Trust, Fiduciary & Custody",,,
66.19,"Activities auxiliary to financial services, except insurance and penssions",14131110,4,Asset & Investment Servicing,,,
66.19,"Activities auxiliary to financial services, except insurance and penssions",14131111,4,Execution & Clearing Services,,,
66.19,"Activities auxiliary to financial services, except insurance and penssions",14131112,4,Issuer Services,,,
66.19,"Activities auxiliary to financial services, except insurance and penssions",14131113,4,Transaction Services,,,
66.19,"Activities auxiliary to financial services, except insurance and penssions",181412,3,Payment & Data Processors,,,
66.21,Risk and damage evaluation,141414,3,Insurance Services & Other,,,
66.21,Risk and damage evaluation,14141410,4,Claims Adjusting,,,
66.22,Activities of insurance agents and brokers,141413,3,Insurance Brokers,,,
66.29,Other activities auxiliary to insurance and pension funding,14141411,4,Insurance Related Svcs - Other,,,
66.29,Other activities auxiliary to insurance and pension funding,14141415,4,Third Party Admin of Insurance,,,
66.3,Fund management activities,141011,3,Investment Management,,,
66.3,Fund management activities,14101110,4,Equities,,,
66.3,Fund management activities,14101111,4,Fixed Income,,,
66.3,Fund management activities,14101112,4,Hedge Fund Investments,,,
66.3,Fund management activities,1410111210,5,Directional Investments,,,
66.3,Fund management activities,1410111211,5,Event-driven Investments,,,
66.3,Fund management activities,1410111212,5,Global Macro Investments,,,
66.3,Fund management activities,1410111213,5,Managed Futures Investments,,,
66.3,Fund management activities,1410111214,5,Relative Value Investments,,,
66.3,Fund management activities,14101113,4,Mixed Asset,,,
68.2,Renting and operating of own or leased real estate,141510,3,Real Estate Owners & Developers,,,
68.2,Renting and operating of own or leased real estate,14151010,4,Health Care Owners & Develop,,,
68.2,Renting and operating of own or leased real estate,1415101010,5,Hospital Owners & Developers,,,
68.2,Renting and operating of own or leased real estate,1415101011,5,Medical Office Own & Develop,,,
68.2,Renting and operating of own or leased real estate,1415101012,5,Senior Housing Own & Develop,,,
68.2,Renting and operating of own or leased real estate,1415101013,5,Skilled Nursing Owners & Dev,,,
68.2,Renting and operating of own or leased real estate,14151011,4,Hotel Owners & Developers,,,
68.2,Renting and operating of own or leased real estate,14151012,4,Housing Owners & Developers,,,
68.2,Renting and operating of own or leased real estate,1415101210,5,Apartment Owners & Develop,,,
68.2,Renting and operating of own or leased real estate,1415101211,5,Mfgd Housing Owners & Develop,,,
68.2,Renting and operating of own or leased real estate,1415101212,5,Military Housing Own & Develop,,,
68.2,Renting and operating of own or leased real estate,1415101213,5,Student Housing Own & Develop,,,
68.2,Renting and operating of own or leased real estate,14151013,4,Industrial Owners & Developers,,,
68.2,Renting and operating of own or leased real estate,1415101310,5,Bulk Warehouse Own & Develop,,,
68.2,Renting and operating of own or leased real estate,1415101311,5,Flex Industrial Own & Develop,,,
